id,year,month,rating,NB,NB_acc,add_rating,norm_rating,aux,norm_nb
775176,2014,9,4.125,8,59.0,235.0,3.983050847457627,132,6.0606060606060606
775176,2014,10,4.0,8,67.0,267.0,3.985074626865672,118,6.779661016949152
775176,2014,11,4.333333333333333,9,76.0,306.0,4.026315789473684,122,7.377049180327869
775176,2014,12,3.5,2,78.0,313.0,4.012820512820513,102,1.9607843137254901
775176,2015,1,4.25,4,82.0,330.0,4.024390243902439,128,3.125
775176,2015,2,3.857142857142857,7,89.0,357.0,4.01123595505618,134,5.223880597014925
775176,2015,3,3.75,8,97.0,387.0,3.9896907216494846,160,5.0
775176,2015,4,3.5,2,99.0,394.0,3.9797979797979797,111,1.8018018018018018
775176,2015,5,3.6666666666666665,6,105.0,416.0,3.961904761904762,169,3.5502958579881656
775176,2015,6,4.166666666666667,6,111.0,441.0,3.972972972972973,159,3.7735849056603774
775176,2015,7,4.0,8,119.0,473.0,3.9747899159663866,275,2.909090909090909
775176,2015,8,4.307692307692308,13,132.0,529.0,4.007575757575758,283,4.593639575971731
775176,2015,9,3.5,2,134.0,536.0,4.0,238,0.8403361344537815
775176,2015,10,3.8,5,139.0,555.0,3.9928057553956835,222,2.2522522522522523
775176,2015,11,3.6666666666666665,9,148.0,588.0,3.972972972972973,149,6.0402684563758395
775176,2015,12,4.0,8,156.0,620.0,3.9743589743589745,184,4.3478260869565215
775176,2016,1,4.0,7,163.0,648.0,3.9754601226993866,279,2.5089605734767026
775176,2016,2,4.0,3,166.0,660.0,3.9759036144578315,285,1.0526315789473684
775176,2016,3,4.153846153846154,13,179.0,714.0,3.988826815642458,348,3.7356321839080464
775176,2016,4,3.642857142857143,14,193.0,765.0,3.9637305699481864,289,4.844290657439446
775176,2016,5,4.2,5,198.0,786.0,3.9696969696969697,255,1.9607843137254901
775176,2016,6,4.1875,16,214.0,853.0,3.985981308411215,323,4.953560371517028
775176,2016,7,3.925925925925926,27,241.0,959.0,3.979253112033195,531,5.084745762711865
775176,2016,8,4.086956521739131,23,264.0,1053.0,3.9886363636363638,518,4.440154440154441
775176,2016,9,3.8461538461538463,13,277.0,1103.0,3.9819494584837547,365,3.5616438356164384
775176,2016,10,3.4285714285714284,14,291.0,1151.0,3.9553264604811,371,3.7735849056603774
775176,2016,11,4.0,13,304.0,1203.0,3.9572368421052633,271,4.797047970479705
775176,2016,12,3.769230769230769,13,317.0,1252.0,3.949526813880126,260,5.0
775176,2017,1,4.3,10,327.0,1295.0,3.9602446483180427,277,3.6101083032490973
775176,2017,2,4.0625,16,343.0,1360.0,3.9650145772594754,294,5.442176870748299
775176,2017,3,3.888888888888889,9,352.0,1395.0,3.9630681818181817,297,3.0303030303030303
775176,2017,4,4.2,15,367.0,1458.0,3.97275204359673,312,4.807692307692308
775176,2017,5,4.083333333333333,12,379.0,1507.0,3.9762532981530345,327,3.669724770642202
775176,2017,6,4.25,4,383.0,1524.0,3.97911227154047,248,1.6129032258064515
775176,2017,7,3.789473684210526,19,402.0,1596.0,3.970149253731343,600,3.166666666666667
775176,2017,8,3.941176470588236,17,419.0,1663.0,3.9689737470167064,456,3.7280701754385963
775176,2017,9,4.363636363636363,11,430.0,1711.0,3.9790697674418603,304,3.618421052631579
775176,2017,10,3.4545454545454546,11,441.0,1749.0,3.9659863945578233,296,3.7162162162162162
775176,2017,11,4.111111111111111,9,450.0,1786.0,3.968888888888889,321,2.803738317757009
775176,2017,12,3.3,10,460.0,1819.0,3.9543478260869565,261,3.8314176245210727
775176,2018,1,3.2,5,465.0,1835.0,3.946236559139785,269,1.858736059479554
775176,2018,2,4.375,8,473.0,1870.0,3.953488372093023,231,3.463203463203463
775176,2018,3,3.230769230769231,13,486.0,1912.0,3.934156378600823,349,3.7249283667621778
775176,2018,4,4.0,4,490.0,1928.0,3.9346938775510205,246,1.6260162601626018
775176,2018,5,2.0,1,491.0,1930.0,3.930753564154786,257,0.38910505836575876
775176,2018,6,4.0,5,496.0,1950.0,3.931451612903226,333,1.5015015015015014
775176,2018,7,3.25,8,504.0,1976.0,3.9206349206349205,477,1.6771488469601679
775176,2018,8,4.0,7,511.0,2004.0,3.9217221135029354,506,1.383399209486166
775176,2018,9,3.75,4,515.0,2019.0,3.920388349514563,326,1.2269938650306749
775176,2018,10,4.2,10,525.0,2061.0,3.9257142857142857,294,3.4013605442176873
775176,2018,11,4.090909090909091,11,536.0,2106.0,3.9291044776119404,247,4.4534412955465585
775176,2018,12,4.0,6,542.0,2130.0,3.9298892988929888,261,2.2988505747126435
775176,2019,1,4.333333333333333,6,548.0,2156.0,3.934306569343066,308,1.948051948051948
775176,2019,2,3.8,5,553.0,2175.0,3.9330922242314648,232,2.1551724137931036
775176,2019,3,3.6666666666666665,6,559.0,2197.0,3.9302325581395348,265,2.2641509433962264
775176,2019,4,4.333333333333333,9,568.0,2236.0,3.936619718309859,233,3.862660944206009
775176,2019,5,4.0,8,576.0,2268.0,3.9375,235,3.404255319148936
775176,2019,6,4.5,4,580.0,2286.0,3.9413793103448276,271,1.4760147601476015
775176,2019,7,4.384615384615385,13,593.0,2343.0,3.9510961214165263,451,2.882483370288248
775176,2019,8,3.857142857142857,7,600.0,2370.0,3.95,337,2.0771513353115725
775176,2019,9,3.6666666666666665,3,603.0,2381.0,3.9485903814262024,261,1.1494252873563218
775176,2019,10,3.888888888888889,9,612.0,2416.0,3.947712418300654,298,3.0201342281879198
775176,2019,11,3.4,5,617.0,2433.0,3.9432739059967585,288,1.7361111111111112
775176,2019,12,3.0,2,619.0,2439.0,3.9402261712439417,197,1.015228426395939
775176,2020,1,3.75,4,623.0,2454.0,3.9390048154093096,205,1.951219512195122
775176,2020,2,3.1666666666666665,6,629.0,2473.0,3.931637519872814,235,2.553191489361702
775176,2020,3,2.5,4,633.0,2483.0,3.9225908372827805,173,2.312138728323699
775176,2020,4,3.0,2,635.0,2489.0,3.9196850393700786,35,5.714285714285714
775176,2020,6,3.0,1,636.0,2492.0,3.9182389937106916,107,0.9345794392523363
775176,2020,7,4.0,7,643.0,2520.0,3.9191290824261276,391,1.7902813299232736
775176,2020,8,3.5,6,649.0,2541.0,3.9152542372881354,226,2.6548672566371683
775176,2020,10,4.333333333333333,3,652.0,2554.0,3.9171779141104293,145,2.0689655172413794
775176,2020,12,3.0,1,653.0,2557.0,3.915773353751914,81,1.2345679012345678
775451,2013,1,5.0,1,1.0,5.0,5.0,47,2.127659574468085
775451,2013,3,5.0,2,3.0,15.0,5.0,57,3.508771929824561
775451,2013,4,4.5,2,5.0,24.0,4.8,50,4.0
775451,2013,6,4.5,2,7.0,33.0,4.714285714285714,63,3.1746031746031744
775451,2013,7,3.75,4,11.0,48.0,4.363636363636363,94,4.25531914893617
775451,2013,8,2.0,1,12.0,50.0,4.166666666666667,87,1.1494252873563218
775451,2013,9,4.0,1,13.0,54.0,4.153846153846154,64,1.5625
775451,2013,11,4.0,2,15.0,62.0,4.133333333333334,52,3.8461538461538463
775451,2013,12,3.0,1,16.0,65.0,4.0625,44,2.272727272727273
775451,2014,1,3.5,2,18.0,72.0,4.0,72,2.7777777777777777
775451,2014,2,2.5,4,22.0,82.0,3.727272727272727,48,8.333333333333332
775451,2014,3,4.5,4,26.0,100.0,3.8461538461538463,61,6.557377049180328
775451,2014,4,5.0,2,28.0,110.0,3.9285714285714284,73,2.73972602739726
775451,2014,5,3.0,1,29.0,113.0,3.896551724137931,89,1.1235955056179776
775451,2014,6,4.0,2,31.0,121.0,3.903225806451613,85,2.3529411764705883
775451,2014,8,3.75,4,35.0,136.0,3.8857142857142857,134,2.9850746268656714
775451,2014,9,4.666666666666667,3,38.0,150.0,3.9473684210526314,132,2.272727272727273
775451,2014,10,5.0,1,39.0,155.0,3.9743589743589745,118,0.847457627118644
775451,2014,11,4.5,2,41.0,164.0,4.0,122,1.639344262295082
775451,2014,12,3.5,2,43.0,171.0,3.9767441860465116,102,1.9607843137254901
775451,2015,1,2.5,2,45.0,176.0,3.911111111111111,128,1.5625
775451,2015,2,5.0,2,47.0,186.0,3.9574468085106385,134,1.4925373134328357
775451,2015,3,5.0,1,48.0,191.0,3.9791666666666665,160,0.625
775451,2015,4,3.6666666666666665,3,51.0,202.0,3.9607843137254903,111,2.7027027027027026
775451,2015,5,3.0,1,52.0,205.0,3.9423076923076925,169,0.591715976331361
775451,2015,6,3.0,1,53.0,208.0,3.9245283018867925,159,0.628930817610063
775451,2015,7,4.0,7,60.0,236.0,3.933333333333333,275,2.5454545454545454
775451,2015,8,3.0,4,64.0,248.0,3.875,283,1.4134275618374559
775451,2015,9,4.0,2,66.0,256.0,3.878787878787879,238,0.8403361344537815
775451,2015,10,4.0,1,67.0,260.0,3.8805970149253732,222,0.45045045045045046
775451,2015,11,3.0,1,68.0,263.0,3.8676470588235294,149,0.6711409395973155
775451,2015,12,5.0,2,70.0,273.0,3.9,184,1.0869565217391304
775451,2016,1,4.0,3,73.0,285.0,3.904109589041096,279,1.0752688172043012
775451,2016,2,3.6,10,83.0,321.0,3.8674698795180724,285,3.508771929824561
775451,2016,3,3.0,5,88.0,336.0,3.8181818181818183,348,1.4367816091954022
775451,2016,4,4.0,1,89.0,340.0,3.8202247191011236,289,0.34602076124567477
775451,2016,5,4.5,4,93.0,358.0,3.849462365591398,255,1.5686274509803921
775451,2016,6,3.25,4,97.0,371.0,3.8247422680412373,323,1.238390092879257
775451,2016,7,3.9166666666666665,12,109.0,418.0,3.834862385321101,531,2.2598870056497176
775451,2016,8,4.2,5,114.0,439.0,3.8508771929824563,518,0.9652509652509652
775451,2016,9,4.5,4,118.0,457.0,3.8728813559322033,365,1.095890410958904
775451,2016,10,4.2,5,123.0,478.0,3.886178861788618,371,1.3477088948787064
775451,2016,11,3.0,1,124.0,481.0,3.879032258064516,271,0.36900369003690037
775451,2016,12,3.8,5,129.0,500.0,3.875968992248062,260,1.9230769230769231
775451,2017,1,3.75,4,133.0,515.0,3.8721804511278197,277,1.444043321299639
775451,2017,2,3.7142857142857135,7,140.0,541.0,3.8642857142857143,294,2.380952380952381
775451,2017,3,4.0,3,143.0,553.0,3.867132867132867,297,1.0101010101010102
775451,2017,4,3.8333333333333335,6,149.0,576.0,3.865771812080537,312,1.9230769230769231
775451,2017,5,3.5,4,153.0,590.0,3.8562091503267975,327,1.2232415902140672
775451,2017,6,4.5,2,155.0,599.0,3.8645161290322583,248,0.8064516129032258
775451,2017,7,3.8333333333333335,6,161.0,622.0,3.8633540372670807,600,1.0
775451,2017,8,3.75,4,165.0,637.0,3.860606060606061,456,0.8771929824561403
775451,2017,9,5.0,1,166.0,642.0,3.8674698795180724,304,0.3289473684210526
