,Node_id,nom,coef,inter
0,661108,Parc et tour d’observation de Pyynikki,-0.011830996105823168,0.06560882128801085
1,777510,Pizzeria Napoli,-0.010601246555797425,0.10216286683189195
2,604970,Tampere Cathedral,-0.005741396010974164,0.042092158811036916
3,941703,Pyynikin Nakotornin Kahvila,0.001658237230700511,0.014490089688227372
