nb,vertices,support
1492,"[269814, 275111, 793722, 269817]",10
1482,"[1381296, 1393095]",10
1498,"[196918, 269820, 269817, 269814]",10
979,"[269817, 793722, 3536508]",10
1496,"[196918, 269820]",10
769,"[247498, 269814, 269820, 269817, 938725]",10
471,"[269814, 269820, 2273093, 2558192]",10
1497,"[196918, 269820, 269817]",10
55,"[269814, 269817, 269820, 734546, 1026189]",10
978,"[269817, 793722, 938725, 1381296]",10
336,"[269814, 269820, 628635, 793722]",10
573,"[269817, 269820, 793722, 801094, 734546]",10
888,"[247498, 269820, 269814, 938725]",10
61,"[269814, 269817, 269820, 734546, 793722]",10
998,"[793722, 1381296, 2291108]",10
1002,"[1322553, 1381296]",10
329,"[269814, 269817, 13387436]",10
325,"[269814, 269817, 1381296, 793722]",10
324,"[269814, 269817, 1381296, 4242962]",10
1009,"[196912, 269814, 269817, 269820, 1026189]",10
607,"[269817, 269820, 734546, 2558192]",10
1439,"[269817, 1026189]",10
884,"[247498, 269820, 269814, 793722, 1381296]",10
779,"[247498, 269814, 269820, 2558192]",10
406,"[269814, 269820, 269817, 734546, 2558192]",10
1433,"[269820, 13387436]",10
317,"[269814, 269817, 1381296, 1026189]",10
610,"[269817, 269820, 734546, 793722]",10
87,"[269814, 269817, 793722, 801094]",10
88,"[269814, 269817, 793722, 801094, 1381296]",10
1016,"[196912, 269814, 269817, 269820, 2558192]",10
1426,"[793722, 2035312]",10
89,"[269814, 269817, 793722, 801094, 938725]",10
1017,"[196912, 269814, 269817, 269820, 1026189]",10
1423,"[209260, 269814, 1381296, 793722]",10
316,"[269814, 269817, 1381296, 4242962]",10
1001,"[793722, 1381296, 801094]",10
75,"[269814, 269817, 269820, 277055]",10
1477,"[269817, 1381296, 793722]",10
74,"[269814, 269817, 269820, 5584607]",10
1476,"[269817, 1381296, 4242962]",10
571,"[269817, 269820, 793722, 734546]",10
1474,"[196918, 793722, 269820, 269814, 269817]",10
1473,"[196918, 793722, 269820, 269814]",10
1472,"[196918, 793722, 269820]",10
891,"[247498, 269820, 269814, 1381296]",10
332,"[269814, 269817, 2273093]",10
890,"[247498, 269820, 269814, 1381296]",10
331,"[269814, 269817, 2039935]",10
1467,"[793722, 801700]",10
1466,"[269814, 1381296, 801094]",10
773,"[247498, 269814, 269820, 795570]",10
991,"[793722, 1381296, 2273093]",10
992,"[793722, 1381296, 938725]",10
889,"[247498, 269820, 269814, 275111]",10
341,"[269814, 269820, 793722, 810939]",10
996,"[793722, 1381296, 3536508]",10
73,"[269814, 269817, 269820, 938725, 1381296]",10
1456,"[2035312, 5584607, 13387436]",10
603,"[269817, 269820, 734546, 793722, 801094]",10
604,"[269817, 269820, 734546, 793722, 1381296]",10
765,"[247498, 269814, 269820, 269817, 2035312]",10
429,"[269814, 269820, 269817, 275111, 793722]",10
1506,"[3722878, 3737668]",10
484,"[269814, 269820, 734546, 1026189]",10
1597,"[269817, 2273093]",10
736,"[247498, 269814, 269817, 269820, 734546]",10
1594,"[968102, 1026189]",10
375,"[269814, 269820, 269817, 793722, 795570]",10
1592,"[269814, 2039935]",10
934,"[269814, 2035312, 2273093]",10
1589,"[2530949, 3431136]",10
1588,"[813222, 1198856]",10
936,"[269820, 2272417]",10
1586,"[810939, 812062]",10
1584,"[968102, 1324334]",10
1599,"[1381296, 1606349]",10
1583,"[269820, 1124428]",10
742,"[247498, 269814, 269817, 793722, 269820]",10
743,"[247498, 269814, 269817, 793722, 938725]",10
508,"[269814, 269820, 277055]",10
1578,"[198290, 269814, 209260, 269817, 793722]",10
1577,"[198290, 269814, 209260, 269817, 269820]",10
729,"[247498, 269814, 269817, 269820, 795570]",10
483,"[269814, 269820, 734546, 793722, 1381296]",10
903,"[269820, 734546, 793722]",10
482,"[269814, 269820, 734546, 793722, 801094]",10
905,"[781110, 793722, 801094]",10
1602,"[198290, 269820, 269817]",10
342,"[269814, 269820, 793722, 3536508]",10
1618,"[196912, 196917]",10
3,"[269814, 269817, 269820, 628635, 793722]",10
489,"[269814, 269820, 2035312, 793722]",10
1628,"[5584607, 10317510]",10
8,"[269814, 269817, 269820, 793722, 810939]",10
1626,"[4991766, 10232584]",10
1625,"[4991766, 5584607]",10
9,"[269814, 269817, 269820, 793722, 3536508]",10
916,"[2530949, 2558192]",10
391,"[269814, 269820, 269817, 812062, 793722]",10
1620,"[277055, 2061883]",10
1616,"[2234190, 2530949]",10
1603,"[198290, 269820, 269817, 269814]",10
1615,"[269817, 300759]",10
1613,"[3539535, 3746256]",10
908,"[793722, 795212, 1381296]",10
924,"[196912, 269820, 269817, 269814, 793722]",10
1610,"[4408912, 4408913]",10
382,"[269814, 269820, 269817, 793722, 2039935]",10
1607,"[793722, 794954]",10
1606,"[781881, 793722]",10
379,"[269814, 269820, 269817, 793722, 1026189]",10
906,"[781110, 793722, 1381296]",10
1570,"[198290, 269814, 269820, 269817, 793722]",10
942,"[1026189, 1381296, 4242962]",10
1568,"[198290, 269814, 269820, 269817, 793722]",10
477,"[269814, 269820, 734546, 793722, 938725]",10
1533,"[196918, 269814, 269820, 2558192]",10
1530,"[196918, 269814, 269820, 269817, 2558192]",10
1529,"[196918, 269814, 269820, 269817, 793722]",10
1420,"[209260, 269814, 275111]",10
964,"[3747537, 3784521]",10
405,"[269814, 269820, 269817, 734546, 2035312]",10
1526,"[196918, 269814, 269820, 247498, 269817]",10
1525,"[196918, 269814, 269820, 247498]",10
895,"[247498, 269820, 1381296]",10
1523,"[196918, 269814, 269817, 269820, 247498]",10
1521,"[196918, 269814, 269817, 269820, 2558192]",10
579,"[269817, 269820, 793722, 795212]",10
967,"[269820, 2035312, 2273093]",10
348,"[269814, 269820, 793722, 795570]",10
1517,"[196918, 269814, 269817, 269820, 2558192]",10
970,"[2273093, 2558192, 5584607]",10
761,"[247498, 269814, 269820, 269817, 795570]",10
1514,"[196918, 269814, 269817, 269820, 247498]",10
1511,"[196918, 269814, 247498, 269817, 269820]",10
1510,"[196918, 269814, 247498, 269817]",10
1509,"[196918, 269814, 247498]",10
46,"[269814, 269817, 269820, 2273093, 2558192]",10
757,"[247498, 269814, 269820, 793722, 938725]",10
702,"[247498, 269814, 269820, 2558192]",10
958,"[1026189, 2039935]",10
898,"[269820, 734546, 793722, 801094]",10
1566,"[198290, 269814, 269820, 801094]",10
1565,"[198290, 269814, 269820, 793722, 269817]",10
367,"[269814, 269820, 269817, 793722, 1381296]",10
1562,"[198290, 269814, 269817, 793722, 801094]",10
589,"[269817, 269820, 793722, 801094]",10
24,"[269814, 269817, 269820, 793722, 795570]",10
749,"[247498, 269814, 269817, 793722, 938725]",10
1557,"[198290, 269814, 269817, 734546]",10
750,"[247498, 269814, 269817, 734546]",10
751,"[247498, 269814, 269817, 1381296]",10
28,"[269814, 269817, 269820, 793722, 810939]",10
899,"[269820, 734546, 793722, 1381296]",10
1550,"[198290, 269814, 269817, 269820, 2273093]",10
952,"[269814, 310382]",10
591,"[269817, 269820, 793722, 1381296]",10
954,"[269820, 1198856]",10
1544,"[198290, 269814, 269817, 269820, 801094]",10
32,"[269814, 269817, 269820, 793722, 1026189]",10
33,"[269814, 269817, 269820, 793722, 2035312]",10
34,"[269814, 269817, 269820, 793722, 1906444]",10
1539,"[196918, 269814, 209260, 269820, 269817]",10
463,"[269814, 269820, 793722, 275111]",10
310,"[269814, 269817, 801094, 269820]",10
314,"[269814, 269817, 1026189, 269820]",10
659,"[269820, 793722, 1026189]",10
289,"[269814, 269817, 793722, 938725, 1381296]",10
1249,"[196917, 269814, 269817, 269820, 734546]",10
285,"[269814, 269817, 793722, 269820, 801094]",10
1246,"[196917, 269814, 269817, 734546]",10
206,"[269814, 269817, 269820, 734546, 2558192]",10
207,"[269814, 269817, 269820, 734546, 1026189]",10
284,"[269814, 269817, 793722, 269820, 938725]",10
538,"[269814, 793722, 269817, 269820, 1381296]",10
1241,"[196917, 269814, 269817, 269820, 734546]",10
210,"[269814, 269817, 269820, 734546, 793722]",10
1100,"[196912, 269814, 793722, 269820]",10
1101,"[196912, 269814, 793722, 938725]",10
1103,"[196912, 269814, 801094]",10
213,"[269814, 269817, 269820, 275111]",10
214,"[269814, 269817, 269820, 1026189]",10
217,"[269814, 269817, 269820, 734546, 793722]",10
505,"[269814, 269820, 938725, 793722, 801094]",10
424,"[269814, 269820, 269817, 793722]",10
718,"[247498, 269814, 269817, 269820, 795570]",10
439,"[269814, 269820, 793722, 269817]",10
224,"[269814, 269817, 269820, 801094]",10
226,"[269814, 269817, 269820, 1381296, 2530949]",10
228,"[269814, 269817, 269820, 793722, 1381296]",10
830,"[247498, 269820, 269817, 269814, 812062]",10
719,"[247498, 269814, 269817, 269820, 2035312]",10
1020,"[196912, 269814, 269817, 269820, 793722]",10
290,"[269814, 269817, 793722, 3536508]",10
872,"[247498, 269820, 269814, 269817, 734546]",10
1280,"[196917, 269814, 793722, 269820]",10
448,"[269814, 269820, 793722, 801094, 2273093]",10
447,"[269814, 269820, 793722, 801094]",10
1277,"[196917, 269814, 734546]",10
1276,"[196917, 269814, 269820, 793722, 801094]",10
1082,"[196912, 269814, 196917, 269817, 269820]",10
871,"[247498, 269820, 269814, 269817, 938725]",10
911,"[877516, 1381296]",10
1084,"[196912, 269814, 196917, 269820, 269817]",10
825,"[247498, 269820, 269817, 812062]",10
1267,"[196917, 269814, 269820, 269817, 734546]",10
192,"[269814, 269817, 269820, 812062, 793722]",10
1265,"[196917, 269814, 269820, 734546]",10
657,"[269820, 793722, 1381296]",10
1263,"[196917, 269814, 269817, 793722, 269820]",10
506,"[269814, 269820, 938725, 1381296]",10
420,"[269814, 269820, 269817, 793722, 2273093]",10
865,"[247498, 269820, 269814, 269817, 812062]",10
1258,"[196917, 269814, 269817, 793722, 801094]",10
421,"[269814, 269820, 269817, 793722, 275111]",10
443,"[269814, 269820, 793722, 795570]",10
1255,"[196917, 269814, 269817, 734546, 269820]",10
1217,"[196917, 269814, 209260, 247498, 269820]",10
276,"[269814, 269817, 793722, 269820, 1381296]",10
687,"[968557, 1324334]",10
229,"[269814, 269817, 269820, 793722, 275111]",10
857,"[247498, 269820, 269814, 269817, 734546]",10
1136,"[196916, 269814, 269817, 793722, 938725]",10
502,"[269814, 269820, 275111, 793722, 1381296]",10
1173,"[196916, 269814, 196917, 269820, 269817]",10
524,"[269814, 793722, 801094]",10
1171,"[196916, 269814, 196917, 269817, 269820]",10
856,"[247498, 269820, 269814, 269817, 2273093]",10
1139,"[196916, 269814, 269817, 269820, 1381296]",10
680,"[793722, 810939, 1381296]",10
1167,"[196916, 269814, 734546]",10
1165,"[196916, 269814, 269820, 1381296]",10
1142,"[196916, 269814, 269817, 269820, 734546]",10
249,"[269814, 269817, 269820, 2273093]",10
1161,"[196916, 269814, 269820, 734546]",10
1160,"[196916, 269814, 269820, 1381296]",10
1159,"[196916, 269814, 269820, 269817, 801094]",10
1158,"[196916, 269814, 269820, 269817, 793722]",10
1156,"[196916, 269814, 269820, 269817, 734546]",10
528,"[269814, 793722, 2035312]",10
674,"[793722, 801094, 909317]",10
1145,"[196916, 269814, 269817, 269820, 1381296]",10
526,"[269814, 793722, 801094, 938725]",10
525,"[269814, 793722, 801094, 1381296]",10
501,"[269814, 269820, 275111, 793722, 269817]",10
262,"[269814, 269817, 2035312, 2273093]",10
1133,"[196916, 269814, 269817, 734546, 269820]",10
244,"[269814, 269817, 269820, 1124428]",10
232,"[269814, 269817, 269820, 793722, 1381296]",10
235,"[269814, 269817, 269820, 793722, 734546]",10
272,"[269814, 269817, 793722, 275111]",10
239,"[269814, 269817, 269820, 13387436]",10
1205,"[269820, 1381296, 4242962]",10
1202,"[247498, 793722]",10
434,"[269814, 269820, 269817, 277055]",10
860,"[247498, 269820, 269814, 812062]",10
1199,"[1381296, 2530949, 4242962]",10
686,"[938725, 2291108]",10
1195,"[968557, 1026189]",10
1180,"[196916, 269814, 209260, 269820, 247498]",10
1193,"[795570, 1381296]",10
1192,"[793722, 938725, 1026189]",10
1126,"[196916, 269814, 269817, 269820, 1381296]",10
1127,"[196916, 269814, 269817, 269820, 734546]",10
246,"[269814, 269817, 269820, 1381296, 4242962]",10
1186,"[793722, 938725, 2039935]",10
1130,"[196916, 269814, 269817, 269820, 1381296]",10
248,"[269814, 269817, 269820, 2039935]",10
1132,"[196916, 269814, 269817, 734546]",10
491,"[269814, 269820, 734546, 793722]",10
815,"[247498, 269817, 269820, 793722]",10
411,"[269814, 269820, 269817, 1026189]",10
546,"[269814, 793722, 795570]",10
1049,"[196912, 269814, 269820, 793722]",10
1385,"[209260, 269814, 269820, 793722, 1381296]",10
618,"[269817, 269820, 801094]",10
1382,"[209260, 269814, 269820, 793722, 1322553]",10
1381,"[209260, 269814, 269820, 793722, 269817]",10
1038,"[196912, 269814, 269820, 269817, 1026189]",10
880,"[247498, 269820, 269814, 793722, 1381296]",10
1040,"[196912, 269814, 269820, 269817, 1381296]",10
1376,"[209260, 269814, 269820, 734546, 793722]",10
1374,"[209260, 269814, 269820, 801094, 793722]",10
1043,"[196912, 269814, 269820, 1026189]",10
621,"[269817, 269820, 793722, 801094, 938725]",10
879,"[247498, 269820, 269814, 793722, 938725]",10
1045,"[196912, 269814, 269820, 247498, 793722]",10
559,"[269814, 801094, 793722, 269820, 269817]",10
1368,"[209260, 269814, 269820, 269817, 1026189]",10
1367,"[209260, 269814, 269820, 269817, 1381296]",10
623,"[269817, 269820, 793722, 1381296]",10
1365,"[209260, 269814, 269820, 269817, 2273093]",10
127,"[269814, 269817, 269820, 1026189]",10
624,"[269817, 269820, 793722, 734546]",10
793,"[247498, 269814, 269820, 1381296]",10
1361,"[209260, 269814, 269820, 269817, 734546]",10
1359,"[209260, 269814, 269820, 795570]",10
1386,"[209260, 269814, 269820, 2273093]",10
105,"[269814, 269817, 793722, 781110]",10
407,"[269814, 269820, 269817, 734546, 1026189]",10
1404,"[209260, 269814, 801094, 793722]",10
612,"[269817, 269820, 275111]",10
613,"[269817, 269820, 1026189]",10
313,"[269814, 269817, 1026189]",10
1023,"[196912, 269814, 269817, 734546]",10
91,"[269814, 269817, 793722, 2035312]",10
1024,"[196912, 269814, 269817, 734546, 269820]",10
1025,"[196912, 269814, 269817, 1026189]",10
1408,"[209260, 269814, 793722, 269820, 247498]",10
1407,"[209260, 269814, 793722, 269820, 801094]",10
787,"[247498, 269814, 269820, 793722]",10
1402,"[209260, 269814, 795570]",10
788,"[247498, 269814, 269820, 734546]",10
1029,"[196912, 269814, 269817, 1381296, 269820]",10
99,"[269814, 269817, 793722, 1381296, 2039935]",10
100,"[269814, 269817, 793722, 1381296, 1026189]",10
101,"[269814, 269817, 793722, 1381296, 2530949]",10
1031,"[196912, 269814, 269817, 793722, 269820]",10
1032,"[196912, 269814, 269817, 793722, 938725]",10
1394,"[209260, 269814, 269820, 1026189]",10
1393,"[209260, 269814, 269820, 793722, 1381296]",10
1034,"[196912, 269814, 269817, 801094]",10
1147,"[196916, 269814, 269817, 734546]",10
304,"[269814, 269817, 793722, 734546, 269820]",10
1355,"[209260, 269814, 269817, 734546, 793722]",10
648,"[269820, 793722, 795212]",10
628,"[269817, 269820, 938725, 793722, 801094]",10
1321,"[209260, 269814, 269817, 269820, 2273093]",10
550,"[269814, 793722, 1381296, 2530949]",10
1319,"[209260, 269814, 269817, 269820, 2273093]",10
1318,"[209260, 269814, 269817, 269820, 2035312]",10
408,"[269814, 269820, 269817, 734546, 2035312]",10
298,"[269814, 269817, 793722, 2273093]",10
457,"[269814, 269820, 793722, 2035312]",10
1314,"[209260, 269814, 269817, 269820, 734546]",10
549,"[269814, 793722, 1381296, 1026189]",10
1311,"[209260, 269814, 269817, 795570]",10
1308,"[209260, 269814, 269817, 269820, 1381296]",10
548,"[269814, 793722, 1381296, 2039935]",10
1306,"[209260, 269814, 269817, 269820, 1026189]",10
1069,"[196912, 269814, 247498, 269820, 793722]",10
1304,"[209260, 269814, 269817, 269820, 2273093]",10
456,"[269814, 269820, 793722, 1026189]",10
809,"[247498, 269817, 269814, 269820, 793722]",10
173,"[269814, 269817, 269820, 793722, 810939]",10
1300,"[209260, 269814, 269817, 269820, 795570]",10
174,"[269814, 269817, 269820, 793722, 795212]",10
722,"[247498, 269814, 269817, 269820, 275111]",10
812,"[247498, 269817, 269814, 269820, 1026189]",10
813,"[247498, 269817, 269814, 1026189]",10
458,"[269814, 269820, 793722, 1906444]",10
301,"[269814, 269817, 793722, 1026189]",10
1061,"[196912, 269814, 1026189]",10
632,"[269817, 269820, 1381296, 4242962]",10
138,"[269814, 269817, 269820, 277055]",10
877,"[247498, 269820, 269814, 793722, 795570]",10
1051,"[196912, 269814, 269820, 793722, 938725]",10
798,"[247498, 269814, 793722, 269817, 269820]",10
142,"[269814, 269817, 269820, 793722, 2273093]",10
630,"[269817, 269820, 1124428]",10
1054,"[196912, 269814, 269820, 793722, 1381296]",10
799,"[247498, 269814, 793722, 269820]",10
1343,"[209260, 269814, 269817, 1381296, 269820]",10
800,"[247498, 269814, 793722, 938725]",10
1057,"[196912, 269814, 196916, 269817, 269820]",10
1060,"[196912, 269814, 196916, 269820, 269817]",10
633,"[269817, 269820, 2273093]",10
802,"[247498, 269814, 734546]",10
146,"[269814, 269817, 269820, 793722, 2035312]",10
147,"[269814, 269817, 269820, 793722, 3536508]",10
148,"[269814, 269817, 269820, 793722, 2039935]",10
1332,"[209260, 269814, 269817, 801094, 793722]",10
803,"[247498, 269814, 1381296]",10
554,"[269814, 793722, 781110]",10
1059,"[196912, 269814, 196916, 269820]",10
1327,"[209260, 269814, 269817, 269820, 795570]",10
394,"[269814, 269820, 269817, 2273093, 2558192]",10
