nb,vertices,support
577,"[190162, 190624, 190629, 190166, 191040]",87
279,"[190166, 190624, 190629, 246171, 254723]",87
281,"[190166, 190624, 190629, 670716, 1059712]",87
129,"[190166, 190629, 271009, 190624, 670716]",87
283,"[190166, 190624, 190629, 190824, 271009]",87
284,"[190166, 190624, 190629, 190824, 246171]",87
285,"[190166, 190624, 190629, 190824, 670716]",87
128,"[190166, 190629, 271009, 190624]",87
127,"[190166, 190629, 271009, 1059712]",87
288,"[190166, 190624, 190629, 246171]",87
289,"[190166, 190624, 190629, 246171, 190824]",87
290,"[190166, 190624, 190629, 246171, 1059712]",87
291,"[190166, 190624, 190629, 246171, 254723]",87
292,"[190166, 190624, 670716]",87
293,"[190166, 190624, 670716, 1059712]",87
126,"[190166, 190629, 271009, 670716, 1059712]",87
295,"[190166, 190624, 697396]",87
125,"[190166, 190629, 271009, 670716]",87
297,"[190166, 190624, 190824, 271009]",87
298,"[190166, 190624, 190824, 271009, 670716]",87
299,"[190166, 190624, 190824, 271009, 1059712]",87
124,"[190166, 190629, 271009]",87
301,"[190166, 190624, 190824, 246171, 271009]",87
302,"[190166, 190624, 190824, 246171, 670716]",87
304,"[190166, 190624, 190824, 246171, 254723]",87
280,"[190166, 190624, 190629, 670716]",87
278,"[190166, 190624, 190629, 246171, 1059712]",87
306,"[190166, 190624, 190824, 670716]",87
277,"[190166, 190624, 190629, 246171, 670716]",87
134,"[190166, 190629, 246171]",87
255,"[190166, 190624, 271009, 670716]",87
256,"[190166, 190624, 271009, 670716, 1059712]",87
133,"[190166, 190629, 271009, 190624, 190824]",87
132,"[190166, 190629, 271009, 190624, 191040]",87
259,"[190166, 190624, 246171, 271009]",87
260,"[190166, 190624, 246171, 271009, 670716]",87
261,"[190166, 190624, 246171, 271009, 1059712]",87
262,"[190166, 190624, 246171, 670716]",87
263,"[190166, 190624, 246171, 670716, 1059712]",87
131,"[190166, 190629, 271009, 190624, 246171]",87
265,"[190166, 190624, 246171, 254723]",87
266,"[190166, 190624, 246171, 254723, 271009]",87
267,"[190166, 190624, 246171, 254723, 670716]",87
268,"[190166, 190624, 246171, 254723, 1059712]",87
269,"[190166, 190624, 246171, 190629]",87
270,"[190166, 190624, 246171, 190629, 1059712]",87
130,"[190166, 190629, 271009, 190624, 1059712]",87
272,"[190166, 190624, 190629, 271009]",87
273,"[190166, 190624, 190629, 271009, 670716]",87
274,"[190166, 190624, 190629, 271009, 1059712]",87
275,"[190166, 190624, 190629, 246171]",87
276,"[190166, 190624, 190629, 246171, 271009]",87
305,"[190166, 190624, 190824, 246171, 190629]",87
307,"[190166, 190624, 190824, 670716, 1059712]",87
252,"[190624, 190824, 191040, 246171, 254723]",87
335,"[190166, 190624, 271009, 254723]",87
337,"[190166, 190624, 271009, 254723, 190824]",87
338,"[190166, 190624, 246171]",87
339,"[190166, 190624, 246171]",87
340,"[190166, 190624, 246171, 271009]",87
341,"[190166, 190624, 246171, 190629]",87
342,"[190166, 190624, 246171, 670716]",87
343,"[190166, 190624, 246171, 190824]",87
344,"[190166, 190624, 246171, 1059712]",87
345,"[190166, 190624, 246171, 271009]",87
346,"[190166, 190624, 246171, 254723]",87
347,"[190166, 190624, 246171, 271009]",87
348,"[190166, 190624, 246171, 271009, 670716]",87
349,"[190166, 190624, 246171, 271009, 1059712]",87
350,"[190166, 190624, 246171, 190629]",87
351,"[190166, 190624, 246171, 190629, 271009]",87
352,"[190166, 190624, 246171, 190629, 670716]",87
353,"[190166, 190624, 246171, 190629, 190824]",87
354,"[190166, 190624, 246171, 190629, 1059712]",87
355,"[190166, 190624, 246171, 670716]",87
356,"[190166, 190624, 246171, 670716, 1059712]",87
357,"[190166, 190624, 246171, 190824]",87
358,"[190166, 190624, 246171, 190824, 271009]",87
359,"[190166, 190624, 246171, 190824, 670716]",87
336,"[190166, 190624, 271009, 254723, 246171]",87
334,"[190166, 190624, 271009, 1059712]",87
122,"[190624, 190629, 246171]",87
333,"[190166, 190624, 271009, 190824, 1059712]",87
121,"[190624, 190629, 254723, 271009]",87
311,"[190166, 190624, 271009]",87
312,"[190166, 190624, 271009, 246171]",87
313,"[190166, 190624, 271009, 190629]",87
314,"[190166, 190624, 271009, 670716]",87
315,"[190166, 190624, 271009, 190824]",87
316,"[190166, 190624, 271009, 1059712]",87
119,"[190624, 190629, 190824, 191040, 246171]",87
318,"[190166, 190624, 271009, 246171, 670716]",87
319,"[190166, 190624, 271009, 246171, 1059712]",87
320,"[190166, 190624, 271009, 246171, 254723]",87
321,"[190166, 190624, 271009, 190629]",87
322,"[190166, 190624, 271009, 190629, 246171]",87
323,"[190166, 190624, 271009, 190629, 670716]",87
324,"[190166, 190624, 271009, 190629, 190824]",87
325,"[190166, 190624, 271009, 190629, 1059712]",87
326,"[190166, 190624, 271009, 670716]",87
327,"[190166, 190624, 271009, 670716, 1059712]",87
118,"[190624, 190629, 190824, 191040, 271009]",87
329,"[190166, 190624, 271009, 697396]",87
117,"[190624, 190629, 190824, 191040]",87
116,"[190624, 190629, 190824, 246171, 254723]",87
332,"[190166, 190624, 271009, 190824, 670716]",87
135,"[190166, 190629, 246171, 271009]",87
251,"[190624, 190824, 191040, 246171, 271009]",87
361,"[190166, 190624, 246171, 1059712]",87
171,"[190166, 190629, 190824, 190624, 271009]",87
173,"[190166, 190629, 190824, 190624, 670716]",87
140,"[190166, 190629, 246171, 670716, 1059712]",87
175,"[190166, 190629, 190824, 190624, 271009]",87
176,"[190166, 190629, 190824, 190624, 246171]",87
177,"[190166, 190629, 190824, 190624, 191040]",87
139,"[190166, 190629, 246171, 670716]",87
179,"[190166, 190629, 246171]",87
180,"[190166, 190629, 246171, 190824]",87
181,"[190166, 190629, 246171, 190824, 1059712]",87
182,"[190166, 190629, 246171, 190824, 190624]",87
183,"[190166, 190629, 246171, 1059712]",87
184,"[190166, 190629, 246171, 254723]",87
185,"[190166, 190629, 246171, 254723, 190824]",87
186,"[190166, 190629, 246171, 254723, 1059712]",87
187,"[190166, 190629, 190624]",87
188,"[190166, 190629, 190624, 271009]",87
189,"[190166, 190629, 190624, 271009, 670716]",87
190,"[190166, 190629, 190624, 271009, 1059712]",87
191,"[190166, 190629, 190624, 246171]",87
192,"[190166, 190629, 190624, 246171, 271009]",87
193,"[190166, 190629, 190624, 246171, 670716]",87
194,"[190166, 190629, 190624, 246171, 1059712]",87
195,"[190166, 190629, 190624, 246171, 254723]",87
172,"[190166, 190629, 190824, 190624, 246171]",87
141,"[190166, 190629, 246171, 1059712]",87
197,"[190166, 190629, 190624, 670716, 1059712]",87
142,"[190166, 190629, 246171, 254723]",87
146,"[190166, 190629, 246171, 190624]",87
147,"[190166, 190629, 246171, 190624, 271009]",87
148,"[190166, 190629, 246171, 190624, 670716]",87
149,"[190166, 190629, 246171, 190624, 1059712]",87
150,"[190166, 190629, 246171, 190624, 254723]",87
151,"[190166, 190629, 246171, 190624, 271009]",87
152,"[190166, 190629, 246171, 190624, 191040]",87
153,"[190166, 190629, 246171, 190624, 190824]",87
154,"[190166, 190629, 670716]",87
155,"[190166, 190629, 670716, 1059712]",87
143,"[190166, 190629, 246171, 254723, 271009]",87
157,"[190166, 190629, 190824, 271009]",87
158,"[190166, 190629, 190824, 271009, 670716]",87
159,"[190166, 190629, 190824, 271009, 1059712]",87
160,"[190166, 190629, 190824, 271009, 190624]",87
161,"[190166, 190629, 190824, 246171]",87
162,"[190166, 190629, 190824, 246171, 271009]",87
163,"[190166, 190629, 190824, 246171, 670716]",87
164,"[190166, 190629, 190824, 246171, 1059712]",87
165,"[190166, 190629, 190824, 246171, 254723]",87
166,"[190166, 190629, 190824, 246171, 190624]",87
167,"[190166, 190629, 190824, 670716]",87
168,"[190166, 190629, 190824, 670716, 1059712]",87
196,"[190166, 190629, 190624, 670716]",87
198,"[190166, 190629, 190624, 190824]",87
250,"[190624, 190824, 191040, 246171]",87
225,"[190166, 190629, 190624, 191040, 246171]",87
227,"[190166, 190629, 190624, 190824]",87
228,"[190166, 190629, 190624, 190824, 271009]",87
229,"[190166, 190629, 190624, 190824, 246171]",87
230,"[190166, 190629, 190624, 190824, 670716]",87
231,"[190166, 190629, 190624, 190824, 1059712]",87
232,"[190166, 190629, 190624, 190824, 271009]",87
233,"[190166, 190629, 190624, 190824, 246171]",87
234,"[190166, 190629, 190624, 190824, 191040]",87
138,"[190166, 190629, 246171, 271009, 190624]",87
137,"[190166, 190629, 246171, 271009, 1059712]",87
237,"[190624, 191040, 246171]",87
238,"[190624, 191040, 246171, 271009]",87
239,"[190624, 191040, 246171, 254723]",87
240,"[190624, 191040, 246171, 254723, 271009]",87
241,"[190624, 295879]",87
136,"[190166, 190629, 246171, 271009, 670716]",87
243,"[190624, 190824, 271009]",87
244,"[190624, 190824, 246171]",87
245,"[190624, 190824, 246171, 271009]",87
246,"[190624, 190824, 246171, 254723]",87
247,"[190624, 190824, 246171, 254723, 271009]",87
248,"[190624, 190824, 191040]",87
249,"[190624, 190824, 191040, 271009]",87
226,"[190166, 190629, 190624, 190824]",87
224,"[190166, 190629, 190624, 191040, 271009]",87
199,"[190166, 190629, 190624, 190824, 271009]",87
223,"[190166, 190629, 190624, 191040, 1059712]",87
200,"[190166, 190629, 190624, 190824, 246171]",87
201,"[190166, 190629, 190624, 190824, 670716]",87
202,"[190166, 190629, 190624, 190824, 1059712]",87
203,"[190166, 190629, 190624, 1059712]",87
204,"[190166, 190629, 190624, 271009]",87
205,"[190166, 190629, 190624, 271009]",87
206,"[190166, 190629, 190624, 271009, 246171]",87
207,"[190166, 190629, 190624, 271009, 670716]",87
208,"[190166, 190629, 190624, 271009, 190824]",87
209,"[190166, 190629, 190624, 271009, 1059712]",87
210,"[190166, 190629, 190624, 246171]",87
211,"[190166, 190629, 190624, 246171]",87
212,"[190166, 190629, 190624, 246171, 271009]",87
213,"[190166, 190629, 190624, 246171, 670716]",87
214,"[190166, 190629, 190624, 246171, 190824]",87
215,"[190166, 190629, 190624, 246171, 1059712]",87
216,"[190166, 190629, 190624, 246171, 271009]",87
217,"[190166, 190629, 190624, 246171, 254723]",87
218,"[190166, 190629, 190624, 191040]",87
219,"[190166, 190629, 190624, 191040, 271009]",87
220,"[190166, 190629, 190624, 191040, 246171]",87
221,"[190166, 190629, 190624, 191040, 670716]",87
222,"[190166, 190629, 190624, 191040, 190824]",87
360,"[190166, 190624, 246171, 190824, 1059712]",87
362,"[190166, 190624, 246171, 271009]",87
145,"[190166, 190629, 246171, 254723, 1059712]",87
497,"[190166, 190624, 190824, 191040]",87
499,"[190166, 190624, 190824, 271009, 670716]",87
500,"[190166, 190624, 190824, 271009, 1059712]",87
95,"[190166, 246171, 190624, 190824, 670716]",87
502,"[190166, 190624, 190824, 246171, 271009]",87
503,"[190166, 190624, 190824, 246171, 670716]",87
94,"[190166, 246171, 190624, 190824, 271009]",87
505,"[190166, 190624, 190824, 246171, 254723]",87
506,"[190166, 190624, 190824, 246171, 190629]",87
93,"[190166, 246171, 190624, 190824]",87
508,"[190166, 190624, 190824, 190629, 271009]",87
509,"[190166, 190624, 190824, 190629, 246171]",87
510,"[190166, 190624, 190824, 190629, 670716]",87
92,"[190166, 246171, 190624, 191040, 271009]",87
512,"[190166, 190624, 190824, 190629, 246171]",87
513,"[190166, 190624, 190824, 670716]",87
514,"[190166, 190624, 190824, 670716, 1059712]",87
91,"[190166, 246171, 190624, 191040, 254723]",87
516,"[190166, 190624, 190824, 271009]",87
517,"[190166, 190624, 190824, 271009]",87
518,"[190166, 190624, 190824, 271009, 246171]",87
519,"[190166, 190624, 190824, 271009, 190629]",87
520,"[190166, 190624, 190824, 271009, 670716]",87
521,"[190166, 190624, 190824, 271009, 1059712]",87
498,"[190166, 190624, 190824, 271009]",87
496,"[190166, 190624, 190824, 246171]",87
523,"[190166, 190624, 190824, 246171]",87
495,"[190166, 190624, 190824, 271009]",87
472,"[190166, 190624, 191040, 271009, 190629]",87
473,"[190166, 190624, 191040, 271009, 670716]",87
474,"[190166, 190624, 191040, 271009, 257527]",87
475,"[190166, 190624, 191040, 271009, 190824]",87
476,"[190166, 190624, 191040, 271009, 1059712]",87
477,"[190166, 190624, 191040, 246171]",87
478,"[190166, 190624, 191040, 246171]",87
479,"[190166, 190624, 191040, 246171, 271009]",87
480,"[190166, 190624, 191040, 246171, 190629]",87
481,"[190166, 190624, 191040, 246171, 670716]",87
482,"[190166, 190624, 191040, 246171, 190824]",87
483,"[190166, 190624, 191040, 246171, 1059712]",87
484,"[190166, 190624, 191040, 246171, 271009]",87
485,"[190166, 190624, 191040, 246171, 254723]",87
486,"[190166, 190624, 295879]",87
487,"[190166, 190624, 295879, 1059712]",87
102,"[190624, 190629, 271009, 254723]",87
99,"[190166, 246171, 190624, 190824, 191040]",87
490,"[190166, 190624, 190824, 271009]",87
98,"[190166, 246171, 190624, 190824, 271009]",87
97,"[190166, 246171, 190624, 190824, 254723]",87
493,"[190166, 190624, 190824, 670716]",87
96,"[190166, 246171, 190624, 190824, 1059712]",87
522,"[190166, 190624, 190824, 246171]",87
524,"[190166, 190624, 190824, 246171, 271009]",87
470,"[190166, 190624, 191040, 271009]",87
551,"[190162, 190624, 246171, 190166]",87
553,"[190162, 190624, 246171, 190166, 254723]",87
554,"[190162, 190624, 246171, 190166, 271009]",87
555,"[190162, 190624, 246171, 190166, 190629]",87
556,"[190162, 190624, 246171, 190166, 670716]",87
557,"[190162, 190624, 246171, 190166, 190824]",87
558,"[190162, 190624, 246171, 190166, 1059712]",87
89,"[190166, 246171, 190624, 191040, 670716]",87
560,"[190162, 190624, 190629, 271009]",87
561,"[190162, 190624, 190629, 271009, 190166]",87
562,"[190162, 190624, 190629, 246171]",87
563,"[190162, 190624, 190629, 246171, 271009]",87
564,"[190162, 190624, 190629, 246171, 254723]",87
565,"[190162, 190624, 190629, 246171, 190166]",87
566,"[190162, 190624, 190629, 191040]",87
567,"[190162, 190624, 190629, 191040, 271009]",87
568,"[190162, 190624, 190629, 191040, 246171]",87
569,"[190162, 190624, 190629, 190824]",87
570,"[190162, 190624, 190629, 190824, 271009]",87
571,"[190162, 190624, 190629, 190824, 246171]",87
572,"[190162, 190624, 190629, 190824, 191040]",87
573,"[190162, 190624, 190629, 190824, 190166]",87
574,"[190162, 190624, 190629, 190166]",87
575,"[190162, 190624, 190629, 190166, 271009]",87
552,"[190162, 190624, 246171, 190166, 271009]",87
550,"[190162, 190624, 246171, 254723, 271009]",87
525,"[190166, 190624, 190824, 246171, 190629]",87
549,"[190162, 190624, 246171, 254723]",87
526,"[190166, 190624, 190824, 246171, 670716]",87
527,"[190166, 190624, 190824, 246171, 1059712]",87
528,"[190166, 190624, 190824, 246171, 271009]",87
529,"[190166, 190624, 190824, 246171, 254723]",87
530,"[190166, 190624, 190824, 191040]",87
531,"[190166, 190624, 190824, 191040, 271009]",87
532,"[190166, 190624, 190824, 191040, 246171]",87
533,"[190166, 190624, 190824, 191040, 190629]",87
534,"[190166, 190624, 190824, 191040, 670716]",87
535,"[190166, 190624, 190824, 191040, 1059712]",87
536,"[190166, 190624, 190824, 191040, 271009]",87
537,"[190166, 190624, 190824, 191040, 246171]",87
90,"[190166, 246171, 190624, 191040, 1059712]",87
539,"[190162, 190624, 271009]",87
540,"[190162, 190624, 271009, 190166]",87
541,"[190162, 190624, 271009, 190166, 246171]",87
542,"[190162, 190624, 271009, 190166, 190629]",87
543,"[190162, 190624, 271009, 190166, 670716]",87
544,"[190162, 190624, 271009, 190166, 190824]",87
545,"[190162, 190624, 271009, 190166, 1059712]",87
546,"[190162, 190624, 246171]",87
547,"[190162, 190624, 246171, 271009]",87
548,"[190162, 190624, 246171, 271009, 190166]",87
471,"[190166, 190624, 191040, 271009, 246171]",87
103,"[190624, 190629, 246171]",87
363,"[190166, 190624, 246171, 271009]",87
112,"[190624, 190629, 190824]",87
391,"[190166, 190624, 190629, 246171, 670716]",87
392,"[190166, 190624, 190629, 246171, 1059712]",87
393,"[190166, 190624, 190629, 246171, 254723]",87
394,"[190166, 190624, 190629, 670716]",87
395,"[190166, 190624, 190629, 670716, 1059712]",87
396,"[190166, 190624, 190629, 257527]",87
397,"[190166, 190624, 190629, 697396]",87
111,"[190624, 190629, 191040, 246171, 254723]",87
399,"[190166, 190624, 190629, 190824, 271009]",87
110,"[190624, 190629, 191040, 246171, 271009]",87
401,"[190166, 190624, 190629, 190824, 670716]",87
402,"[190166, 190624, 190629, 190824, 1059712]",87
109,"[190624, 190629, 191040, 246171]",87
108,"[190624, 190629, 191040, 271009]",87
405,"[190166, 190624, 190629, 271009]",87
107,"[190624, 190629, 191040]",87
407,"[190166, 190624, 190629, 271009, 670716]",87
408,"[190166, 190624, 190629, 271009, 257527]",87
409,"[190166, 190624, 190629, 271009, 697396]",87
106,"[190624, 190629, 246171, 254723, 271009]",87
411,"[190166, 190624, 190629, 271009, 1059712]",87
412,"[190166, 190624, 190629, 271009, 254723]",87
413,"[190166, 190624, 190629, 246171]",87
390,"[190166, 190624, 190629, 246171, 271009]",87
113,"[190624, 190629, 190824, 271009]",87
415,"[190166, 190624, 190629, 246171, 271009]",87
387,"[190166, 190624, 190629, 271009, 670716]",87
364,"[190166, 190624, 246171, 271009, 190629]",87
365,"[190166, 190624, 246171, 271009, 670716]",87
366,"[190166, 190624, 246171, 271009, 190824]",87
367,"[190166, 190624, 246171, 271009, 1059712]",87
368,"[190166, 190624, 246171, 254723]",87
369,"[190166, 190624, 246171, 254723, 271009]",87
370,"[190166, 190624, 246171, 254723, 190629]",87
371,"[190166, 190624, 246171, 254723, 670716]",87
372,"[190166, 190624, 246171, 254723, 190824]",87
373,"[190166, 190624, 246171, 254723, 1059712]",87
374,"[190166, 190624, 246171, 254723, 271009]",87
115,"[190624, 190629, 190824, 246171, 271009]",87
376,"[190166, 190624, 190629]",87
377,"[190166, 190624, 190629, 271009]",87
378,"[190166, 190624, 190629, 246171]",87
379,"[190166, 190624, 190629, 670716]",87
380,"[190166, 190624, 190629, 190824]",87
381,"[190166, 190624, 190629, 1059712]",87
382,"[190166, 190624, 190629, 271009]",87
383,"[190166, 190624, 190629, 246171]",87
384,"[190166, 190624, 190629, 191040]",87
385,"[190166, 190624, 190629, 190824]",87
114,"[190624, 190629, 190824, 246171]",87
414,"[190166, 190624, 190629, 246171]",87
416,"[190166, 190624, 190629, 246171, 670716]",87
468,"[190166, 190624, 191040, 1059712]",87
443,"[190166, 190624, 190629, 246171, 271009]",87
104,"[190624, 190629, 246171, 271009]",87
446,"[190166, 190624, 191040, 271009]",87
447,"[190166, 190624, 191040, 271009, 670716]",87
448,"[190166, 190624, 191040, 271009, 1059712]",87
449,"[190166, 190624, 191040, 246171]",87
450,"[190166, 190624, 191040, 246171, 271009]",87
451,"[190166, 190624, 191040, 246171, 670716]",87
452,"[190166, 190624, 191040, 246171, 1059712]",87
453,"[190166, 190624, 191040, 246171, 254723]",87
454,"[190166, 190624, 191040, 190629]",87
455,"[190166, 190624, 191040, 190629, 271009]",87
456,"[190166, 190624, 191040, 190629, 246171]",87
457,"[190166, 190624, 191040, 190629, 670716]",87
458,"[190166, 190624, 191040, 190629, 190824]",87
459,"[190166, 190624, 191040, 190629, 1059712]",87
460,"[190166, 190624, 191040, 670716]",87
461,"[190166, 190624, 191040, 670716, 1059712]",87
462,"[190166, 190624, 191040, 257527]",87
463,"[190166, 190624, 191040, 190824]",87
464,"[190166, 190624, 191040, 190824, 271009]",87
465,"[190166, 190624, 191040, 190824, 246171]",87
466,"[190166, 190624, 191040, 190824, 670716]",87
467,"[190166, 190624, 191040, 190824, 1059712]",87
444,"[190166, 190624, 190629, 246171, 1059712]",87
442,"[190166, 190624, 190629, 246171]",87
417,"[190166, 190624, 190629, 246171, 190824]",87
441,"[190166, 190624, 190629, 254723, 271009]",87
418,"[190166, 190624, 190629, 246171, 1059712]",87
419,"[190166, 190624, 190629, 246171, 271009]",87
420,"[190166, 190624, 190629, 246171, 254723]",87
421,"[190166, 190624, 190629, 191040]",87
422,"[190166, 190624, 190629, 191040, 271009]",87
423,"[190166, 190624, 190629, 191040, 246171]",87
424,"[190166, 190624, 190629, 191040, 670716]",87
425,"[190166, 190624, 190629, 191040, 190824]",87
426,"[190166, 190624, 190629, 191040, 1059712]",87
427,"[190166, 190624, 190629, 191040, 271009]",87
428,"[190166, 190624, 190629, 191040, 246171]",87
429,"[190166, 190624, 190629, 190824]",87
430,"[190166, 190624, 190629, 190824]",87
431,"[190166, 190624, 190629, 190824, 271009]",87
432,"[190166, 190624, 190629, 190824, 246171]",87
433,"[190166, 190624, 190629, 190824, 670716]",87
434,"[190166, 190624, 190629, 190824, 1059712]",87
435,"[190166, 190624, 190629, 190824, 271009]",87
436,"[190166, 190624, 190629, 190824, 246171]",87
437,"[190166, 190624, 190629, 190824, 191040]",87
105,"[190624, 190629, 246171, 254723]",87
439,"[190166, 190624, 190629, 254723, 271009]",87
440,"[190166, 190624, 190629, 254723, 1059712]",87
0,"[254723, 271009]",87
