nb,vertices,support
843,"[190162, 190166, 190629, 246171, 670716]",87
844,"[190162, 190166, 190629, 246171, 1059712]",87
821,"[190162, 190166, 246171, 190624, 271009]",87
819,"[190162, 190166, 246171, 190624]",87
899,"[190162, 190166, 190624, 190629, 670716]",87
818,"[190162, 190166, 246171, 254723, 1059712]",87
578,"[190162, 190624, 190629, 190166, 190824]",87
796,"[190162, 190166, 271009, 190624, 191040]",87
797,"[190162, 190166, 271009, 190624, 190824]",87
56,"[190166, 246171, 254723, 271009, 1059712]",87
799,"[190162, 190166, 246171, 190624]",87
800,"[190162, 190166, 246171, 190624, 271009]",87
801,"[190162, 190166, 246171, 190624, 190629]",87
802,"[190162, 190166, 246171, 190624, 191040]",87
803,"[190162, 190166, 246171, 190624, 190824]",87
804,"[190162, 190166, 246171, 271009]",87
805,"[190162, 190166, 246171, 271009, 190624]",87
806,"[190162, 190166, 246171, 271009, 670716]",87
807,"[190162, 190166, 246171, 271009, 1059712]",87
808,"[190162, 190166, 246171, 271009, 190624]",87
809,"[190162, 190166, 246171, 670716]",87
810,"[190162, 190166, 246171, 670716, 190624]",87
811,"[190162, 190166, 246171, 670716, 1059712]",87
812,"[190162, 190166, 246171, 1059712]",87
813,"[190162, 190166, 246171, 1059712, 190624]",87
814,"[190162, 190166, 246171, 254723]",87
815,"[190162, 190166, 246171, 254723, 190624]",87
816,"[190162, 190166, 246171, 254723, 271009]",87
817,"[190162, 190166, 246171, 254723, 670716]",87
845,"[190162, 190166, 190629, 246171, 254723]",87
846,"[190162, 190166, 190629, 246171, 190624]",87
847,"[190162, 190166, 190629, 670716]",87
848,"[190162, 190166, 190629, 670716, 190624]",87
45,"[190166, 246171, 271009, 190624, 670716]",87
877,"[190162, 190166, 190624, 271009]",87
878,"[190162, 190166, 190624, 246171]",87
44,"[190166, 246171, 271009, 190624]",87
880,"[190162, 190166, 190624, 670716]",87
43,"[190166, 246171, 271009, 1059712]",87
42,"[190166, 246171, 271009, 670716, 1059712]",87
883,"[190162, 190166, 190624, 271009]",87
884,"[190162, 190166, 190624, 246171]",87
41,"[190166, 246171, 271009, 670716]",87
886,"[190162, 190166, 190624, 191040]",87
40,"[190166, 246171, 271009]",87
38,"[190624, 246171, 254723, 271009]",87
889,"[190162, 190166, 190624, 271009, 670716]",87
37,"[190624, 246171, 254723]",87
36,"[190624, 246171, 271009]",87
892,"[190162, 190166, 190624, 246171, 271009]",87
893,"[190162, 190166, 190624, 246171, 670716]",87
894,"[190162, 190166, 190624, 246171, 1059712]",87
895,"[190162, 190166, 190624, 246171, 254723]",87
35,"[190624, 246171]",87
897,"[190162, 190166, 190624, 190629, 271009]",87
898,"[190162, 190166, 190624, 190629, 246171]",87
46,"[190166, 246171, 271009, 190624, 1059712]",87
874,"[190162, 190166, 190629, 190624, 190824]",87
873,"[190162, 190166, 190629, 190624, 191040]",87
860,"[190162, 190166, 190629, 246171, 190624]",87
849,"[190162, 190166, 190629, 670716, 1059712]",87
51,"[190166, 246171, 670716, 1059712]",87
852,"[190162, 190166, 190629, 190824, 271009]",87
853,"[190162, 190166, 190629, 190824, 246171]",87
854,"[190162, 190166, 190629, 190824, 670716]",87
50,"[190166, 246171, 670716]",87
49,"[190166, 246171, 271009, 190624, 190824]",87
48,"[190166, 246171, 271009, 190624, 191040]",87
47,"[190166, 246171, 271009, 190624, 190629]",87
859,"[190162, 190166, 190629, 246171]",87
861,"[190162, 190166, 190629, 246171, 190824]",87
872,"[190162, 190166, 190629, 190624, 246171]",87
862,"[190162, 190166, 190629, 246171, 1059712]",87
863,"[190162, 190166, 190629, 246171, 254723]",87
864,"[190162, 190166, 190629, 190624]",87
865,"[190162, 190166, 190629, 190624]",87
866,"[190162, 190166, 190629, 190624, 271009]",87
867,"[190162, 190166, 190629, 190624, 246171]",87
868,"[190162, 190166, 190629, 190624, 670716]",87
869,"[190162, 190166, 190629, 190624, 190824]",87
870,"[190162, 190166, 190629, 190624, 1059712]",87
871,"[190162, 190166, 190629, 190624, 271009]",87
579,"[190162, 190624, 190629, 190166, 271009]",87
576,"[190162, 190624, 190629, 190166, 246171]",87
